name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
Sweet Nothing (feat. Florence Welch),18 Months,Calvin Harris,2012-10-29,212560,70,0.573,0.197,0.573,0.929,0.000112,0.0567,-3.942,0.109,127.934,4
Gangnam Style (_____),Gangnam Style (_____),PSY,2012-01-01,219493,71,0.727,0.00417,0.727,0.937,0,0.091,-2.871,0.286,132.067,4
Rumour Has It,21,Adele,2011-01-19,223266,36,0.612,0.617,0.612,0.748,0,0.167,-5.014,0.0445,120.052,4
Next To Me,Our Version Of Events (Special Edition),Emeli Sandé,2012-01-01,196746,59,0.664,0.0932,0.664,0.799,0.000108,0.105,-5.121,0.0368,94.991,4
She Wolf (Falling to Pieces) [feat. Sia],Nothing but the Beat (Ultimate Edition),David Guetta,2012-12-07,222500,67,0.492,0.0841,0.492,0.857,7.82E-06,0.344,-2.634,0.0655,129.973,4
Thrift Shop (feat. Wanz),The Heist (Deluxe Edition),Macklemore & Ryan Lewis,2012-10-09,235613,59,0.781,0.0619,0.781,0.526,0,0.0457,-6.985,0.293,94.992,4
Blurred Lines,Blurred Lines,Robin Thicke,2013-01-01,263053,55,0.861,0.00412,0.861,0.504,1.78E-05,0.0783,-7.707,0.0489,120,4
Radioactive,Night Visions,Imagine Dragons,2012-09-04,186813,76,0.448,0.106,0.448,0.784,0.000108,0.668,-3.686,0.0627,136.245,4
Ready or Not,Hello My Name Is...,Bridgit Mendler,2012-01-01,200946,71,0.715,0.00351,0.715,0.872,3.84E-05,0.107,-3.835,0.0509,93.043,4
Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,2012-12-07,233478,80,0.726,0.049,0.726,0.698,0,0.309,-4.165,0.0431,143.994,4
Beauty And A Beat,Believe (Deluxe Edition),Justin Bieber,2012-06-15,227986,70,0.602,0.000688,0.602,0.843,5.27E-05,0.0682,-4.831,0.0593,128.003,4
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],Daft Punk,2013-04-19,248413,76,0.794,0.0426,0.794,0.811,1.07E-06,0.101,-8.966,0.038,116.047,4
Wake Me Up,TRUE,Avicii,2013-09-13,247426,31,0.532,0.0038,0.532,0.783,0.0012,0.161,-5.697,0.0523,124.08,4
I Knew You Were Trouble.,Red (Big Machine Radio Release Special),Taylor Swift,2012-10-22,219720,76,0.622,0.00454,0.622,0.469,2.25E-06,0.0335,-6.798,0.0363,77.019,4
Mirrors,The 20/20 Experience (Deluxe Version),Justin Timberlake,2013-03-15,484146,81,0.574,0.234,0.574,0.512,0,0.0946,-6.664,0.0503,76.899,4
Just Give Me a Reason (feat. Nate Ruess),The Truth About Love,P!nk,2012-09-18,242733,80,0.778,0.346,0.778,0.547,0.000302,0.132,-7.273,0.0489,95.002,4
Best Song Ever,Midnight Memories (Deluxe),One Direction,2013-11-25,200106,76,0.652,0.0227,0.652,0.877,0,0.0789,-2.986,0.0465,118.491,4
Roar,PRISM (Deluxe),Katy Perry,2013-10-18,223546,74,0.554,0.00487,0.554,0.772,6.60E-06,0.354,-4.821,0.0418,179.984,4
La La La,Hotel Cabana (Deluxe Version),Naughty Boy,2013-01-01,222200,67,0.772,0.107,0.772,0.65,1.13E-06,0.0905,-5.202,0.0306,125.083,4
Heart Attack,Demi,Demi Lovato,2013-01-01,210840,75,0.504,0.0738,0.504,0.785,0,0.239,-4.802,0.104,173.968,4
Sweater Weather,I Love You.,The Neighbourhood,2013-04-19,240400,88,0.612,0.0495,0.612,0.807,0.0177,0.101,-2.81,0.0336,124.053,4
We Can't Stop,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,231240,77,0.613,0.00882,0.613,0.622,0,0.37,-5.794,0.0334,80.003,4
Still into You,Paramore,Paramore,2013-04-05,216013,76,0.602,0.0098,0.602,0.923,0,0.0561,-3.763,0.044,136.01,4
22,Red (Big Machine Radio Release Special),Taylor Swift,2012-10-22,232120,69,0.661,0.00215,0.661,0.729,0.0013,0.0477,-6.561,0.0376,103.987,4
Feel This Moment (feat. Christina Aguilera),Global Warming: Meltdown (Deluxe Version),Pitbull,2012,229506,73,0.673,0.039,0.673,0.758,0,0.341,-3.632,0.158,135.956,4
Counting Stars,Native,OneRepublic,2013-01-01,257266,80,0.664,0.0654,0.664,0.705,0,0.118,-4.972,0.0382,122.016,4
Clarity,Clarity (Deluxe),Zedd,2012,271426,0,0.523,0.0366,0.523,0.78,0,0.0751,-3.464,0.0753,128.006,4
Unconditionally,PRISM (Deluxe),Katy Perry,2013-01-01,228878,0,0.555,0.00357,0.555,0.729,0,0.209,-4.813,0.0387,129.003,4
The Way,Yours Truly,Ariana Grande,2013-01-01,227026,66,0.645,0.294,0.645,0.878,0,0.076,-3.208,0.113,82.324,4
Team,Pure Heroine (Extended),Lorde,2013-01-01,193058,0,0.691,0.162,0.691,0.582,0,0.247,-7.444,0.0939,100.05,4
Pompeii,All This Bad Blood,Bastille,2013-01-01,214147,71,0.679,0.0755,0.679,0.715,0,0.271,-6.383,0.0407,127.435,4
The Other Side,Tattoos (Deluxe Edition),Jason Derulo,2013-09-10,226986,49,0.561,0.0525,0.561,0.836,0,0.136,-3.939,0.1,127.923,4
Can't Hold Us - feat. Ray Dalton,The Heist,Macklemore & Ryan Lewis,2012-10-09,258342,82,0.641,0.0291,0.641,0.922,0,0.0862,-4.457,0.0786,146.078,4
One Way or Another (Teenage Kicks),One Way Or Another (Teenage Kicks),One Direction,2013-02-17,157293,68,0.489,0.025,0.489,0.867,0,0.586,-3.121,0.071,162.131,4
Everything Has Changed,Red (Big Machine Radio Release Special),Taylor Swift,2012-10-22,245413,66,0.624,0.36,0.624,0.458,3.89E-06,0.311,-6.755,0.0287,80.016,4
Here's to Never Growing Up,Here's to Never Growing Up,Avril Lavigne,2013-04-09,214080,0,0.483,0.015,0.483,0.871,0,0.415,-3.084,0.101,164.986,4
Treasure,Unorthodox Jukebox,Bruno Mars,2012-12-07,178560,75,0.874,0.0412,0.874,0.692,7.24E-05,0.324,-5.28,0.0431,116.017,4
Why'd You Only Call Me When You're High?,AM,Arctic Monkeys,2013-09-09,161123,85,0.691,0.0483,0.691,0.631,1.13E-05,0.104,-6.478,0.0368,92.004,4
Safe And Sound,Safe And Sound,Capital Cities,2013-01-01,192693,0,0.652,0.000189,0.652,0.783,0.0173,0.0889,-4.829,0.0309,117.952,5
Scream & Shout,#willpower,will.i.am,2013-01-01,283400,76,0.772,0.019,0.772,0.685,8.96E-05,0.131,-6.849,0.0696,130.033,4
Play Hard (feat. Ne-Yo & Akon),Nothing but the Beat (Ultimate Edition),David Guetta,2012-12-07,201000,67,0.691,0.173,0.691,0.921,0,0.331,-1.702,0.0533,130.072,4
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),Lana Del Rey,2013-02-01,214912,71,0.572,0.0157,0.572,0.81,6.53E-06,0.13,-5.791,0.0558,126.052,4
Burn,Halcyon Days,Ellie Goulding,2014-01-01,231211,69,0.559,0.31,0.559,0.777,0,0.105,-5.031,0.0432,87.016,4
Come & Get It,Stars Dance (Bonus Track Version),Selena Gomez,2013-01-01,231986,68,0.546,0.0101,0.546,0.787,0.00021,0.0809,-4.1,0.0517,79.979,4
Stay,Unapologetic (Deluxe),Rihanna,2012-12-11,240706,74,0.621,0.945,0.621,0.31,6.12E-05,0.117,-10.164,0.0283,111.893,4
Talk Dirty (feat. 2 Chainz),Tattoos (Deluxe Edition),Jason Derulo,2013-09-10,177685,56,0.76,0.0348,0.76,0.652,0,0.307,-7.321,0.232,100.315,4
When I Was Your Man,Unorthodox Jukebox,Bruno Mars,2012-12-07,213826,82,0.612,0.932,0.612,0.28,0,0.088,-8.648,0.0434,72.795,4
#thatPOWER,#willpower (Deluxe),will.i.am,2013-01-01,279506,67,0.797,0.00112,0.797,0.608,7.66E-05,0.0748,-6.096,0.0584,127.999,4
Demons,Night Visions,Imagine Dragons,2012-09-04,177506,79,0.505,0.19,0.505,0.71,0.00025,0.269,-3.015,0.0321,89.938,4
I Need Your Love (feat. Ellie Goulding),18 Months,Calvin Harris,2012-10-29,234506,69,0.695,0.41,0.695,0.869,0,0.237,-5.066,0.0483,124.989,4
Wrecking Ball,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,221360,75,0.53,0.407,0.53,0.422,0,0.107,-6.262,0.0342,119.964,4
What About Us,Living For The Weekend (Deluxe Edition),The Saturdays,2013-01-01,220682,58,0.704,0.0059,0.704,0.68,0,0.213,-4.751,0.0581,123.973,4
A Thousand Years,Autumn Acoustic,Various Artists,2019-11-01,285120,58,0.423,0.312,0.423,0.407,0.000961,0.11,-7.45,0.0267,139.048,3
Ain't It Fun,Paramore,Paramore,2013-04-05,296520,72,0.61,0.154,0.61,0.893,4.41E-05,0.021,-3.681,0.0921,104.031,4
The Monster,The Marshall Mathers LP2,Eminem,2013-11-05,250188,73,0.781,0.0525,0.781,0.853,0,0.12,-3.68,0.0715,110.049,4
This Is How We Do,PRISM (Deluxe),Katy Perry,2013-10-18,204285,61,0.69,0.0203,0.69,0.636,0,0.147,-6.028,0.0457,96,4
Daylight,Overexposed Track By Track,Maroon 5,2012-01-01,225066,63,0.656,0.00242,0.656,0.674,0,0.255,-5.473,0.0269,120.001,4
I Love It (feat. Charli XCX),THIS IS... ICONA POP,Icona Pop,2013-08-27,157152,65,0.711,0.00952,0.711,0.906,1.64E-05,0.153,-2.671,0.0284,125.916,4
Royals,Pure Heroine,Lorde,2013-09-27,190185,74,0.674,0.121,0.674,0.428,0,0.132,-9.504,0.122,84.878,4
human,human,Christina Perri,2013-11-18,250706,62,0.439,0.132,0.439,0.489,0.000643,0.114,-6.286,0.0368,143.808,4
Let Her Go,All The Little Lights,Passenger,2012-11-05,252866,76,0.509,0.385,0.509,0.538,0,0.104,-7.335,0.0572,75.089,4
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,I Could Be The One [Avicii vs Nicky Romero],Avicii,2012-12-29,208316,66,0.509,0.332,0.509,0.79,6.67E-05,0.316,-3.782,0.0374,127.946,4
Try,The Truth About Love,P!nk,2012-09-18,247906,74,0.673,0.00141,0.673,0.629,0,0.0944,-7.072,0.0299,103.998,4
All I Want,In A Perfect World,Kodaline,2013-10-08,305746,1,0.209,0.172,0.209,0.412,0.15,0.0843,-9.733,0.0443,86.26,3
Love Me Again,Tribute,John Newman,2013-01-01,239894,71,0.495,0.00453,0.495,0.894,0.000596,0.103,-4.814,0.0441,126.03,4
"Hold On, We're Going Home",Nothing Was The Same (Deluxe),Drake,2013-01-01,227880,71,0.773,0.00411,0.773,0.414,3.40E-05,0.0733,-7.436,0.0961,99.993,4
I Cry,Wild Ones,Flo Rida,2012-06-22,223800,59,0.693,0.00616,0.693,0.822,1.79E-06,0.315,-5.441,0.0439,126.035,4
Little Talks,My Head Is An Animal,Of Monsters and Men,2012-01-01,266600,77,0.457,0.0206,0.457,0.757,0,0.146,-5.177,0.032,102.961,4
Chocolate,The 1975,The 1975,2013-01-01,224673,65,0.614,0.000532,0.614,0.938,0,0.368,-4.461,0.0611,100.058,4
It's a Beautiful Day,To Be Loved,Michael Bublé,2013-04-11,199266,66,0.532,0.0559,0.532,0.795,0,0.295,-3.979,0.0358,143.837,4
Hey Porsche,M.O. (Deluxe Edition),Nelly,2013-09-30,209466,57,0.726,0.136,0.726,0.795,0,0.698,-4.653,0.029,115.995,4
Work B**ch,Work B**ch,Britney Spears,2013-09-16,247853,0,0.63,0.124,0.63,0.816,0.00111,0.0616,-6.535,0.15,128.012,4
Another Love,Long Way Down (Deluxe),Tom Odell,2013-06-24,244360,79,0.445,0.695,0.445,0.537,1.60E-05,0.0944,-8.532,0.04,122.764,4
Sweet Nothing (feat. Florence Welch),18 Months,Calvin Harris,2012-10-29,212560,70,0.573,0.197,0.573,0.929,0.000112,0.0567,-3.942,0.109,127.934,4
Suit & Tie (feat. Jay-Z),The 20/20 Experience (Deluxe Version),Justin Timberlake,2013-03-15,326280,66,0.795,0.103,0.795,0.596,0,0.164,-3.799,0.219,101.985,4
Cruise,Here's To The Good Times,Florida Georgia Line,2012-01-01,208960,57,0.457,0.0191,0.457,0.948,0,0.0536,-3.364,0.0354,148,4
Do I Wanna Know?,AM,Arctic Monkeys,2013-09-09,272394,84,0.548,0.186,0.548,0.532,0.000263,0.217,-7.596,0.0323,85.03,4
Reload - Radio Edit,Reload (Vocal Version / Radio Edit),Sebastian Ingrosso,2013-01-01,221272,65,0.485,0.0736,0.485,0.724,0,0.0631,-4.633,0.0521,128.045,4
3005,3005,Childish Gambino,2013-11-03,235662,0,0.681,0.128,0.681,0.463,0,0.0769,-6.542,0.289,82.92,4
Holy Grail,Magna Carta... Holy Grail,JAY-Z,2013-07-04,338413,62,0.676,0.0594,0.676,0.534,8.59E-06,0.256,-6.901,0.0831,145.082,4
Need U (100%) [feat. A*M*E] - Radio Edit,need u (100%) (feat. a*m*e),Duke Dumont,2013-05-03,174853,32,0.681,0.00176,0.681,0.835,0.00183,0.354,-5.705,0.049,124.047,4
Thinking About You (feat. Ayah Marar),18 Months,Calvin Harris,2012-10-29,247933,65,0.725,0.00262,0.725,0.874,0.000412,0.0958,-3.715,0.0396,127.985,4
Power Trip (feat. Miguel),Born Sinner,J. Cole,2013-06-14,241160,15,0.667,0.322,0.667,0.61,0.000203,0.426,-7.054,0.217,99.991,4
Wings,Wings,Birdy,2013-07-29,252106,49,0.474,0.0831,0.474,0.707,0,0.162,-4.534,0.0253,83.235,4
Papaoutai,racine carrée,Stromae,2013-01-01,232146,0,0.733,0.0241,0.733,0.818,0,0.0636,-7.222,0.0859,116.019,4
Dear Darlin',Right Place Right Time (Expanded Edition),Olly Murs,2012-11-26,206373,59,0.512,0.00627,0.512,0.828,8.73E-06,0.119,-4.672,0.0454,124.021,4
Ho Hey,The Lumineers (Deluxe Edition),The Lumineers,2012,163133,73,0.682,0.765,0.682,0.471,0,0.0908,-9.182,0.0301,79.907,4
Get Up (Rattle) - Vocal Edit,Get Up (Rattle),Bingo Players,2013-01-14,166933,46,0.801,0.0205,0.801,0.985,6.86E-06,0.296,-2.69,0.0645,127.99,4
Fine China,Fine China,Chris Brown,2013-04-01,213666,0,0.659,0.0466,0.659,0.735,0,0.111,-4.758,0.056,104.038,4
Drinking from the Bottle (feat. Tinie Tempah),18 Months,Calvin Harris,2012-10-29,240346,61,0.665,0.0469,0.665,0.886,6.24E-05,0.0525,-4.175,0.0514,128.062,4
Same Love - feat. Mary Lambert,The Heist,Macklemore & Ryan Lewis,2012-10-09,318525,66,0.688,0.716,0.688,0.473,4.46E-05,0.104,-9.059,0.167,84.958,4
This Is What It Feels Like,Intense,Armin van Buuren,2013-05-03,204360,63,0.551,0.0391,0.551,0.833,2.77E-06,0.0632,-5.217,0.03,129.885,5
High Hopes,In A Perfect World (Deluxe),Kodaline,2013-06-14,230266,2,0.488,0.577,0.488,0.487,0,0.193,-6.371,0.0307,77.344,4
Animals - Radio Edit,Animals,Martin Garrix,2013-07-26,176117,0,0.593,0.00137,0.593,0.914,0.445,0.0714,-5.351,0.0363,128.015,4
My Songs Know What You Did In The Dark (Light Em Up),Save Rock And Roll,Fall Out Boy,2013-01-01,186826,70,0.558,0.0271,0.558,0.924,3.32E-06,0.537,-4.341,0.064,151.99,4
Don't Stop the Party (feat. TJR),Global Warming: Meltdown (Deluxe Version),Pitbull,2012,206120,60,0.722,0.00726,0.722,0.958,0,0.375,-3.617,0.0912,127.008,4
Love Me,I Am Not A Human Being II (Deluxe),Lil Wayne,2013-01-01,255053,64,0.669,0.0125,0.669,0.634,0,0.0946,-6.476,0.0327,124.906,4
Waiting All Night (feat. Ella Eyre),Home (Deluxe Edition),Rudimental,2013-02-22,292586,64,0.544,0.00264,0.544,0.728,0.00959,0.427,-5.358,0.05,174.983,4
Home,The World From The Side Of The Moon,Phillip Phillips,2012-01-01,210173,59,0.606,0.0256,0.606,0.826,1.56E-05,0.117,-6.04,0.0307,121.04,4
Of The Night,All This Bad Blood,Bastille,2013-01-01,214205,61,0.67,0.0192,0.67,0.829,0.000225,0.089,-7.2,0.0427,125.01,4
The Fox (What Does the Fox Say?),The Fox (What Does the Fox Say?),Ylvis,2013-09-02,213708,63,0.703,0.107,0.703,0.867,0,0.119,-4.292,0.0453,128.008,4
Look Right Through - MK Vocal Edit,Look Right Through (Remixes),Storm Queen,2014-08-11,150400,35,0.832,0.00304,0.832,0.815,0.00553,0.263,-8.035,0.081,119.995,4
I Will Wait,Babel (Deluxe Version),Mumford & Sons,2012-09-21,276720,64,0.486,0.0119,0.486,0.769,0.00832,0.197,-5.14,0.0341,131.286,4
Bonfire Heart,Bonfire Heart,James Blunt,2013-07-30,238000,0,0.575,0.181,0.575,0.821,0,0.124,-5.7,0.0527,118.021,4
Somewhere Only We Know,Sheezus,Lily Allen,2014-05-02,208504,62,0.313,0.934,0.313,0.286,0.0451,0.0974,-10.593,0.0324,80.925,4
"Happy - From ""Despicable Me 2""",G I R L,Pharrell Williams,2014-03-03,232720,78,0.647,0.219,0.647,0.822,0,0.0908,-4.662,0.183,160.019,4
Dark Horse,PRISM,Katy Perry,2013-01-01,215672,71,0.647,0.00314,0.647,0.585,0,0.165,-6.123,0.0512,131.934,4
Shower,Shower,Becky G,2014-04-23,206166,81,0.699,0.0317,0.699,0.529,3.59E-05,0.285,-7.548,0.0487,119.987,4
Fancy,The New Classic (Deluxe Version),Iggy Azalea,2014-01-01,199938,69,0.912,0.0904,0.912,0.716,0,0.0491,-4.141,0.0697,94.981,4
Blank Space,1989 (Deluxe),Taylor Swift,2014-01-01,231826,78,0.76,0.103,0.76,0.703,0,0.0913,-5.412,0.054,95.997,4
Stay With Me,In The Lonely Hour,Sam Smith,2014-05-26,172723,80,0.418,0.588,0.418,0.42,6.39E-05,0.11,-6.444,0.0414,84.094,4
Rude,Don't Kill the Magic,MAGIC!,2014-06-25,224840,78,0.774,0.0423,0.774,0.756,0,0.305,-4.995,0.0389,144.032,4
Chandelier,1000 Forms Of Fear,Sia,2014-07-04,216120,77,0.399,0.0197,0.399,0.787,6.07E-05,0.0685,-2.88,0.0499,117.089,5
All of Me,Love In The Future (Expanded Edition),John Legend,2013-08-30,269560,85,0.422,0.922,0.422,0.264,0,0.132,-7.064,0.0322,119.93,4
Classic,MKTO,MKTO,2012,175426,79,0.72,0.0384,0.72,0.791,0,0.157,-4.689,0.124,102.071,4
All About That Bass,Title (Deluxe),Meghan Trainor,2015-01-09,187920,70,0.807,0.0573,0.807,0.887,2.87E-06,0.124,-3.726,0.0503,134.052,4
Steal My Girl,FOUR (Deluxe),One Direction,2014-11-17,228133,77,0.536,0.00433,0.536,0.768,0,0.114,-5.948,0.0347,77.217,4
Me And My Broken Heart,Let The Road,Rixton,2014-01-01,193733,76,0.545,0.00489,0.545,0.783,0,0.132,-4.261,0.0345,174.084,4
She Looks So Perfect,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,202496,70,0.494,0.000569,0.494,0.951,0,0.327,-4.237,0.132,160.025,4
Maps,Maps,Maroon 5,2014-06-16,189840,0,0.737,0.0179,0.737,0.723,0,0.0675,-5.51,0.0295,120.003,4
Outside (feat. Ellie Goulding),Motion,Calvin Harris,2014-10-31,227266,77,0.646,0.213,0.646,0.823,0,0.322,-4.123,0.0394,128.035,4
Counting Stars,Native,OneRepublic,2014-01-01,257386,61,0.663,0.0654,0.663,0.705,0,0.117,-4.972,0.0385,122.014,4
Bad Blood,1989 (Deluxe Edition),Taylor Swift,2014-10-27,211933,53,0.646,0.0885,0.646,0.794,6.16E-06,0.201,-6.104,0.19,170.216,4
Night Changes,FOUR (Deluxe),One Direction,2014-11-17,226600,81,0.672,0.859,0.672,0.52,0,0.115,-7.747,0.0353,120.001,4
Break Free,My Everything (Deluxe),Ariana Grande,2014-08-22,214840,0,0.687,0.0064,0.687,0.702,4.35E-05,0.204,-5.324,0.0455,129.956,4
Ugly Heart,G.R.L.,G.R.L.,2014-07-29,198306,62,0.65,0.019,0.65,0.786,0,0.323,-5.488,0.0463,124.96,4
Timber (feat. Ke$ha),Global Warming: Meltdown (Deluxe Version),Pitbull,2012,204160,78,0.581,0.0295,0.581,0.963,0,0.139,-4.087,0.0981,129.992,4
Style,1989 (Deluxe Edition),Taylor Swift,2014-10-27,231000,58,0.588,0.00245,0.588,0.791,0.00258,0.118,-5.595,0.0402,94.933,4
Animals,V,Maroon 5,2014-09-02,231013,76,0.279,0.000185,0.279,0.742,0,0.593,-6.46,0.0898,189.868,4
Trumpets,Tattoos (Deluxe Edition),Jason Derulo,2013-09-10,217306,53,0.627,0.563,0.627,0.703,0,0.0962,-4.884,0.236,81.897,4
Summer,Summer,Calvin Harris,2014-04-30,224506,24,0.603,0.0215,0.603,0.861,0.043,0.1,-3.565,0.0325,127.962,4
Amnesia,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,237247,66,0.594,0.0343,0.594,0.497,0,0.162,-5.26,0.0303,101.668,4
Story of My Life,Midnight Memories (Deluxe),One Direction,2013-11-25,245493,81,0.6,0.225,0.6,0.663,0,0.119,-5.802,0.0477,121.07,4
Team,Pure Heroine,Lorde,2013-09-27,193058,72,0.69,0.167,0.69,0.578,0,0.305,-7.436,0.0929,99.961,4
Love Me Harder,My Everything (Deluxe),Ariana Grande,2014-08-25,236133,75,0.472,0.00937,0.472,0.714,0,0.0764,-4.389,0.0334,98.992,4
Bang Bang,Sweet Talker (Deluxe Version),Jessie J,2014-10-14,199386,77,0.706,0.26,0.706,0.786,0,0.38,-3.417,0.091,150.028,4
Shake It Off,1989 (Deluxe),Taylor Swift,2014-01-01,219200,76,0.647,0.0647,0.647,0.8,0,0.334,-5.384,0.165,160.078,4
Sugar,V (Deluxe),Maroon 5,2014-09-02,235493,0,0.744,0.0553,0.744,0.783,0,0.086,-7.077,0.0337,120.042,4
Jealous - Remix,Jealous (Remix),Nick Jonas,2014-11-05,222213,0,0.685,0.0132,0.685,0.709,0,0.452,-3.578,0.0748,93.047,4
Little Do You Know,It's About Us,Alex & Sierra,2014-10-06,185200,77,0.5,0.746,0.5,0.292,0,0.188,-8.554,0.0323,145.879,4
Heroes (we could be),Heroes (we could be),Alesso,2014-09-15,209866,52,0.521,0.0373,0.521,0.754,0,0.239,-4.144,0.0634,125.876,4
Riptide,Dream Your Life Away,Vance Joy,2014-09-08,204280,78,0.484,0.431,0.484,0.731,0,0.151,-6.694,0.0379,101.654,4
Habits (Stay High),Queen Of The Clouds,Tove Lo,2014-09-24,209160,70,0.733,0.0703,0.733,0.65,6.59E-05,0.0829,-3.539,0.0315,110.003,4
Problem,My Everything (Deluxe),Ariana Grande,2014-08-25,193920,73,0.66,0.0192,0.66,0.805,8.83E-06,0.159,-5.352,0.153,103.008,4
The Heart Wants What It Wants,For You,Selena Gomez,2014-11-24,227360,60,0.616,0.053,0.616,0.789,0,0.142,-4.874,0.0377,83.066,4
Boom Clap,Boom Clap,Charli XCX,2014-06-16,169866,50,0.659,0.154,0.659,0.911,0.000304,0.191,-2.28,0.0786,91.999,4
Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),Clean Bandit,2014-01-17,227833,71,0.799,0.162,0.799,0.586,2.03E-06,0.193,-6.735,0.0377,120.97,4
Burn,Halcyon Days,Ellie Goulding,2014-01-01,231211,69,0.559,0.31,0.559,0.777,0,0.105,-5.031,0.0432,87.016,4
Best Day Of My Life,"Oh, What A Life",American Authors,2014-01-01,194240,77,0.673,0.0591,0.673,0.902,0.000262,0.0558,-2.392,0.0346,100.012,4
Photograph,x (Deluxe Edition),Ed Sheeran,2014-06-21,258986,82,0.614,0.607,0.614,0.379,0.000464,0.0986,-10.48,0.0476,107.989,4
Talking Body,Queen Of The Clouds,Tove Lo,2014-09-24,238426,66,0.736,0.0966,0.736,0.761,0,0.0823,-5.449,0.0338,119.999,4
Up (feat. Demi Lovato),Never Been Better (Deluxe),Olly Murs,2014-11-21,224293,3,0.69,0.0193,0.69,0.845,0,0.101,-4.676,0.0339,114.948,4
Black Widow,The New Classic,Iggy Azalea,2014-01-01,209423,66,0.743,0.192,0.743,0.72,0.000386,0.109,-3.753,0.124,163.99,4
Superheroes,No Sound Without Silence,The Script,2014-09-15,245466,74,0.491,0.00219,0.491,0.885,0,0.0741,-4.121,0.0395,166.992,4
Anaconda,The Pinkprint (International Deluxe Explicit),Nicki Minaj,2014-12-15,260240,68,0.964,0.0668,0.964,0.605,7.78E-06,0.214,-6.223,0.179,129.994,4
Am I Wrong,Black Star Elephant,Nico & Vinz,2014,245866,72,0.729,0.175,0.729,0.675,1.58E-06,0.55,-6.003,0.0312,119.968,4
Demons,Night Visions,Imagine Dragons,2012-09-04,177506,79,0.505,0.19,0.505,0.71,0.00025,0.269,-3.015,0.0321,89.938,4
Latch,Settle (Special Edition),Disclosure,2013-06-03,255631,68,0.503,0.0159,0.503,0.727,9.45E-05,0.0895,-5.456,0.167,121.985,4
Talk Dirty (feat. 2 Chainz),Tattoos (Deluxe Edition),Jason Derulo,2013-09-10,177685,56,0.76,0.0348,0.76,0.652,0,0.307,-7.321,0.232,100.315,4
Wasted,Wasted,Tiësto,2014-04-22,188371,0,0.645,0.00106,0.645,0.832,0.00264,0.199,-5.595,0.0294,112.028,4
A Sky Full of Stars,Ghost Stories,Coldplay,2014-05-19,267866,76,0.545,0.00617,0.545,0.675,0.00197,0.209,-6.474,0.0279,124.97,4
Stay The Night - Featuring Hayley Williams Of Paramore,Clarity (Deluxe),Zedd,2014-01-01,217346,62,0.596,0.109,0.596,0.738,0,0.0947,-3.109,0.0411,127.961,4
I Will Never Let You Down,I Will Never Let You Down,Rita Ora,2014-03-31,203466,64,0.753,0.403,0.753,0.801,0,0.128,-3.215,0.0296,128.011,4
Not a Bad Thing,The 20/20 Experience - 2 of 2 (Deluxe),Justin Timberlake,2013-09-27,688453,56,0.308,0.527,0.308,0.563,4.58E-06,0.134,-9.169,0.0719,85.901,4
Royals,Pure Heroine,Lorde,2013-09-27,190185,74,0.674,0.121,0.674,0.428,0,0.132,-9.504,0.122,84.878,4
Cool Kids,Talking Dreams (Deluxe Edition),Echosmith,2013-10-04,237626,70,0.719,0.0372,0.719,0.671,8.21E-06,0.12,-6.279,0.0336,130.027,4
Ain't It Fun,Paramore,Paramore,2013-04-05,296520,72,0.61,0.154,0.61,0.893,4.41E-05,0.021,-3.681,0.0921,104.031,4
I'm Not The Only One,In The Lonely Hour,Sam Smith,2014-05-26,239316,80,0.677,0.529,0.677,0.485,2.04E-05,0.0766,-5.795,0.0361,82.001,4
Don't Tell 'Em,Late Nights: The Album,Jeremih,2015-12-04,266840,73,0.856,0.392,0.856,0.527,0,0.11,-5.225,0.0997,98.052,4
